run,xign,yign,fuel,slp,asp,ws,wd,m1,m10,m100,cc,ch,cbh,cbd,lhc,lwc,firearea
656,-937.2,1643.6,32,1,88,1.2,131.5,21.5,39.1,23.4,48,5,2,7,78.0,96.1,0.0
657,1085.5,1688.6,10,13,350,23.3,168.8,15.8,17.1,5.1,47,2,1,12,73.4,64.9,45.6
658,-1520.3,1590.9,24,19,65,12.3,250.4,23.1,30.5,7.3,15,5,2,23,76.5,74.3,0.0
659,370.6,362.7,37,28,338,29.7,17.8,32.3,19.6,37.4,56,3,0,6,67.9,48.0,0.0
660,-1807.8,298.6,27,41,215,28.2,132.1,19.8,17.6,13.9,36,0,0,0,99.7,57.8,0.0
661,717.4,-1025.5,12,45,235,5.2,140.3,33.9,2.6,28.7,42,1,0,22,95.8,92.7,0.2
662,728.3,174.5,29,12,45,11.0,161.0,11.6,9.0,16.6,86,5,0,17,52.8,75.0,0.0
663,-336.1,-288.9,30,25,289,24.0,351.3,36.3,13.7,8.5,83,5,2,32,89.2,66.5,0.0
664,-1052.4,725.6,12,31,198,25.7,131.3,36.6,35.0,7.0,40,2,1,31,91.4,59.0,0.2
665,1834.6,296.9,32,40,101,20.1,215.8,28.6,35.6,39.7,52,2,1,22,74.0,60.2,0.0
666,-298.0,680.6,39,0,105,10.9,204.6,15.7,21.7,39.3,37,2,0,37,30.1,39.8,0.0
667,-713.3,-995.0,35,26,277,9.0,95.2,25.4,6.8,23.3,75,1,0,40,66.8,99.2,0.0
668,-902.6,1564.9,9,45,49,4.7,353.3,18.0,12.7,29.2,4,5,2,2,65.4,99.0,317.4
669,618.5,163.1,33,6,141,30.4,95.1,30.8,9.2,29.4,52,2,0,35,55.1,44.9,0.0
670,-123.9,-228.1,33,24,241,0.5,120.6,25.1,27.9,4.6,37,3,1,36,30.0,64.3,0.0
671,-1036.2,1547.3,1,37,106,11.8,231.4,3.2,35.1,38.2,44,1,0,38,55.1,59.3,3337.5
672,-111.4,-1411.5,7,34,93,21.0,195.7,39.8,18.3,4.6,61,0,0,2,59.4,58.7,935.6
673,-235.2,4.5,8,25,343,27.7,117.7,39.0,39.2,17.9,82,1,0,34,82.0,70.4,0.2
674,1741.9,-1601.5,18,14,344,8.5,157.3,30.9,23.0,27.6,27,2,0,33,74.4,52.3,0.0
675,-1278.0,-114.8,15,42,63,24.9,324.7,17.4,28.2,33.4,27,2,0,4,86.7,76.2,194.2
676,-1318.5,-1736.6,31,43,72,14.2,317.5,9.3,38.1,21.4,68,2,0,33,37.9,77.0,0.0
677,-613.0,1169.8,24,7,360,7.4,21.5,35.4,26.9,3.3,97,1,0,3,71.1,66.0,0.0
678,-1358.1,-592.5,34,41,66,23.8,171.7,37.3,28.8,2.5,14,4,2,23,55.2,56.9,0.0
679,-652.6,-259.1,2,37,27,4.1,72.2,3.7,11.3,10.0,67,4,1,25,66.1,51.8,1068.2
680,-167.6,686.6,10,44,219,13.8,257.1,27.1,39.1,30.7,19,4,1,0,92.1,85.8,0.2
681,1206.1,465.7,27,15,207,20.2,172.8,36.9,24.5,30.7,78,5,0,21,80.2,53.6,0.0
682,494.3,-1484.0,22,20,127,18.7,156.0,34.8,11.1,36.9,80,4,0,37,37.3,82.6,0.0
683,1196.7,-1245.8,11,1,211,15.0,79.7,8.4,18.4,29.4,75,2,1,39,68.1,78.1,1718.0
684,594.2,793.1,2,39,123,8.5,156.6,26.1,37.2,31.0,93,3,1,15,90.6,54.4,0.2
685,-624.5,1354.7,14,37,326,8.3,70.8,9.6,36.0,7.5,69,3,2,26,51.2,37.1,0.2
686,-1474.4,936.7,20,20,127,2.4,230.0,34.0,2.6,36.6,99,1,0,40,89.2,53.6,0.0
687,-986.5,-112.6,37,30,133,16.6,169.4,21.6,12.2,17.5,4,5,2,20,93.8,40.5,0.0
688,-140.8,369.8,1,20,45,20.5,26.0,39.1,29.2,16.2,15,0,0,0,62.1,95.7,0.2
689,-1203.9,1834.6,20,11,176,20.0,255.9,33.4,5.7,24.4,88,4,1,6,93.3,64.4,0.0
690,-1848.1,-1833.4,19,11,180,4.0,282.7,12.1,27.1,17.2,85,5,1,31,86.8,39.4,0.0
691,576.5,1629.4,21,4,161,16.9,78.3,2.4,34.6,5.1,7,2,1,8,42.4,68.6,0.0
692,234.8,1690.2,24,23,194,16.8,51.1,28.4,23.8,14.3,70,0,0,6,89.4,33.4,0.0
693,-1147.3,-1596.6,37,9,340,29.0,119.0,2.4,18.2,4.8,15,2,0,29,98.7,80.3,0.0
694,1186.3,863.5,31,11,215,12.5,313.4,18.8,20.9,19.9,85,0,0,9,68.5,80.5,0.0
695,1786.1,-861.8,31,35,15,18.8,237.3,14.2,8.0,3.6,89,2,1,40,69.7,68.2,0.0
696,563.7,-1127.1,1,5,89,22.5,225.8,13.2,37.6,20.3,34,0,0,6,99.7,72.1,0.2
697,1500.9,-380.0,32,0,22,1.6,290.6,8.3,23.7,14.4,78,5,0,31,70.5,35.5,0.0
698,-1788.8,-992.0,27,39,36,12.5,276.7,17.2,19.4,21.0,73,4,0,24,39.2,63.5,0.0
699,1371.1,1599.3,33,3,170,4.5,37.2,15.6,10.1,27.6,100,4,1,11,78.6,50.6,0.0
700,1035.7,-1733.7,30,7,352,6.0,197.1,10.1,10.9,5.3,67,3,0,11,73.4,90.3,0.0
701,-1561.3,-1027.6,4,34,216,27.0,6.8,2.4,3.7,2.3,42,0,0,15,74.6,57.2,3419.5
702,-1782.4,1816.4,12,3,340,18.4,207.2,10.1,22.8,35.1,94,0,0,11,49.3,72.5,230.4
703,1046.5,140.6,12,43,122,21.7,314.7,5.3,29.4,3.2,84,4,2,26,38.7,84.9,0.2
704,941.1,-689.3,12,44,168,14.1,252.0,35.8,21.3,23.9,24,1,0,2,64.8,78.3,0.2
705,652.3,852.5,23,34,321,13.4,119.0,19.3,18.3,13.4,94,0,0,36,39.4,89.8,0.0
706,1518.9,-401.9,1,20,79,1.9,93.5,3.7,24.5,17.0,2,0,0,35,72.9,61.3,3419.5
707,-814.8,1076.4,11,26,215,26.0,138.5,11.2,4.8,29.3,23,2,1,9,44.8,62.5,473.0
708,661.3,-1710.6,21,41,352,18.0,2.5,23.2,29.0,13.8,5,3,0,40,83.6,79.3,0.0
709,-174.1,1759.0,40,44,140,24.8,158.5,25.4,17.5,15.3,1,4,1,38,56.6,51.9,0.0
710,446.5,-1105.5,20,41,224,23.4,41.7,11.3,30.2,13.6,9,5,1,39,58.0,54.0,0.0
711,-1362.7,1873.0,9,32,358,23.1,339.1,25.7,14.2,37.9,30,0,0,39,50.1,46.3,0.0
712,-1230.7,-1128.2,1,0,137,20.2,187.5,21.1,2.1,15.0,11,0,0,6,80.4,74.4,0.2
713,-1203.8,184.6,31,41,169,0.3,320.5,12.8,14.1,33.5,44,3,0,30,30.5,69.1,0.0
714,-1297.7,-498.3,26,25,284,5.5,111.9,16.8,28.5,31.4,84,4,1,25,42.5,79.3,0.0
715,817.9,-1874.5,30,30,150,8.7,91.7,6.8,38.5,13.3,65,1,0,38,75.8,57.6,0.0
716,1145.4,971.0,37,26,57,18.2,139.9,21.0,20.4,13.4,0,3,2,19,55.6,35.1,0.0
717,-1571.8,1355.7,24,17,314,7.0,144.3,29.6,19.9,21.6,5,3,0,21,46.3,37.1,0.0
718,-1027.9,8.4,36,31,23,29.6,45.0,31.8,3.4,18.2,77,4,1,15,35.1,64.6,0.0
719,680.0,976.8,35,10,177,23.7,307.3,38.6,28.7,15.1,48,5,1,8,99.8,98.2,0.0
720,-1537.3,-340.9,27,26,298,2.8,191.8,4.6,21.3,39.2,23,4,1,32,39.4,85.9,0.0
721,1421.1,-1044.0,16,18,5,20.3,251.2,11.1,16.5,35.5,59,5,1,6,42.0,54.8,0.0
722,1076.4,158.9,10,19,325,29.1,283.7,12.5,14.8,21.0,59,5,2,11,47.5,31.7,777.3
723,-973.2,-1669.7,31,21,306,0.6,357.5,24.7,16.5,9.0,95,3,0,27,37.6,71.2,0.0
724,-440.2,-631.7,32,38,168,2.7,324.9,5.1,31.9,5.6,85,0,0,25,92.6,83.7,0.0
725,149.2,864.7,15,28,6,24.4,291.7,21.0,27.0,34.5,81,2,1,16,70.0,64.9,221.1
726,-954.2,-109.5,21,3,104,20.7,210.9,20.0,25.1,22.6,98,2,1,19,66.5,77.1,0.0
727,40.5,-1609.6,38,8,127,19.0,199.0,14.1,26.5,20.3,29,3,1,39,67.6,56.0,0.0
728,721.0,909.9,12,14,278,29.4,264.8,10.3,15.3,3.4,58,2,1,27,67.5,77.7,1343.0
729,-834.8,397.7,16,5,11,24.9,182.4,22.9,8.9,21.0,13,5,2,26,72.6,67.8,0.0
730,-218.4,-791.2,32,31,54,28.7,272.1,20.6,27.3,22.7,30,2,1,1,89.6,78.5,0.0
731,-426.4,-765.0,9,1,204,22.7,35.3,39.0,35.4,31.9,14,4,0,38,61.4,57.7,0.2
732,-715.4,-1034.4,6,41,156,14.5,240.7,3.4,20.1,17.5,70,2,1,6,66.9,81.4,3386.6
733,-1730.4,-986.6,12,1,164,3.5,81.6,28.7,24.5,8.3,33,3,0,10,47.3,82.5,0.2
734,964.7,1821.5,15,2,178,26.9,161.9,10.9,33.5,26.1,76,1,0,26,30.5,37.9,490.4
735,-929.8,-1820.7,34,39,206,26.8,123.4,33.4,29.0,26.4,89,2,0,10,40.0,89.6,0.0
736,1175.1,-512.3,7,13,267,1.1,117.0,38.9,17.4,2.3,80,0,0,30,91.6,33.6,522.0
737,532.1,1725.9,37,26,187,13.0,91.9,6.8,3.1,26.3,72,0,0,10,39.6,89.6,0.0
738,1734.5,-250.0,36,8,300,21.3,280.5,13.1,14.5,8.0,53,3,0,16,96.5,46.1,0.0
739,1294.8,-1276.6,3,34,210,0.8,120.7,23.5,23.5,32.4,2,3,1,2,77.3,87.5,1912.8
740,-811.0,1045.6,19,35,231,0.3,197.5,4.0,17.8,8.3,24,2,0,26,41.4,52.4,0.0
741,-1615.8,-1864.2,9,17,27,16.3,49.6,6.2,24.6,27.3,54,5,2,13,95.8,49.3,116.8
742,833.0,427.0,9,16,60,4.9,296.3,32.2,35.2,10.4,62,4,1,37,77.6,98.4,0.2
743,125.7,-1448.4,38,18,26,8.5,250.0,23.8,32.2,35.6,81,0,0,25,66.0,42.5,0.0
744,1072.8,417.3,20,36,225,21.3,49.3,7.6,31.1,33.0,59,4,1,23,66.7,78.0,0.0
745,1468.9,-1404.9,10,4,184,6.3,29.9,18.5,38.7,5.9,68,2,1,40,60.2,78.8,66.5
746,376.8,-1608.0,36,36,239,10.4,215.2,39.8,21.0,7.1,67,5,2,19,60.5,95.4,0.0
747,-1557.6,1353.7,2,0,297,4.6,280.2,19.6,9.6,21.8,71,0,0,35,31.1,87.1,0.2
748,-845.8,-97.4,24,43,112,9.2,112.7,33.7,39.6,30.2,19,0,0,1,92.4,92.4,0.0
749,-1841.0,1755.6,32,14,86,19.9,246.3,29.5,13.2,6.0,4,4,2,0,89.3,72.6,0.0
750,-1738.5,868.0,19,34,318,24.6,110.5,25.4,37.4,24.6,93,2,1,27,71.3,77.9,0.0
751,1183.3,-1361.0,6,14,304,5.6,220.3,30.8,22.7,21.1,12,0,0,17,59.9,93.1,0.2
752,-922.1,161.5,21,23,304,25.2,162.5,21.3,6.7,34.9,34,1,0,31,86.8,31.2,0.0
753,-1706.8,-115.1,1,10,231,3.0,244.2,4.8,29.1,13.5,77,4,1,32,58.8,56.5,3419.5
754,-281.9,1275.7,14,36,17,28.9,160.0,3.0,19.4,5.7,76,2,0,31,80.6,43.1,746.4
755,1649.7,1730.0,16,12,234,19.2,154.8,2.2,30.4,23.0,65,1,0,36,52.8,67.2,0.0
756,-1172.2,-100.2,14,42,310,5.4,25.7,14.3,5.2,21.1,79,1,0,9,77.9,71.9,292.0
757,-1719.7,-1053.9,4,14,136,30.0,153.5,27.2,5.9,4.5,49,3,2,22,90.8,85.5,0.2
758,-913.3,-317.8,21,24,98,1.3,54.7,32.5,25.0,29.7,52,4,0,26,93.1,59.2,0.0
759,454.2,-1230.1,38,42,213,22.0,245.4,19.3,11.8,9.6,26,1,0,11,33.0,88.2,0.0
760,1301.1,-1221.1,38,9,66,22.9,320.5,36.3,13.2,31.0,9,3,2,26,36.6,72.7,0.0
761,-146.8,-1053.4,26,5,300,0.3,230.7,34.4,31.6,34.9,81,4,0,0,91.5,90.9,0.0
762,1229.6,953.6,23,19,177,1.8,20.0,14.0,16.4,12.2,49,2,1,26,85.0,47.6,0.0
763,57.0,-64.5,2,29,74,5.3,169.8,19.1,31.8,4.8,20,4,2,38,67.7,47.3,0.2
764,-1768.5,-435.8,9,11,304,7.2,301.5,16.4,6.6,20.8,79,5,0,17,81.7,71.9,828.9
765,-70.6,-1080.2,3,23,211,23.0,213.4,3.4,23.2,8.0,5,4,1,3,75.8,73.1,3419.5
766,655.2,12.9,35,25,274,2.8,85.5,22.4,12.5,28.4,26,3,2,29,74.9,79.7,0.0
767,-982.2,-459.1,26,35,84,24.5,318.7,27.7,37.0,12.8,57,3,0,29,30.7,78.1,0.0
768,-1463.1,-1095.8,9,18,148,19.5,272.9,19.7,3.3,33.9,98,2,1,22,59.1,44.7,0.2
769,1309.7,-356.4,35,29,220,26.6,286.1,5.4,28.7,30.1,27,1,0,7,52.5,69.4,0.0
770,-1717.0,-74.0,31,44,243,5.2,305.1,17.6,32.7,37.1,1,5,0,29,64.0,39.4,0.0
771,1772.1,-41.2,36,44,74,0.8,44.9,9.6,9.7,11.4,28,5,0,1,36.2,32.0,0.0
772,32.3,1810.4,36,35,313,19.7,43.9,5.3,4.6,21.8,0,1,0,25,73.5,51.7,0.0
773,-665.7,-670.2,21,14,224,4.4,308.5,31.0,35.7,13.4,48,4,2,37,76.0,30.9,0.0
774,-1685.9,1782.5,1,30,152,29.8,312.5,8.8,5.2,19.1,3,0,0,16,77.6,47.7,3419.5
775,59.7,-1225.4,39,38,261,15.7,152.4,3.0,26.7,37.6,19,1,0,12,37.4,84.9,0.0
776,1693.6,1179.8,27,4,255,22.9,215.0,26.5,38.6,30.6,41,1,0,5,82.3,49.7,0.0
777,5.2,-1090.6,27,26,277,14.9,346.9,2.8,30.6,2.6,85,5,0,27,84.2,30.2,0.0
778,-1085.9,516.5,5,19,286,25.1,135.1,30.7,29.2,33.2,51,1,0,26,44.1,67.9,0.2
779,328.3,-1853.1,27,38,268,27.2,38.2,34.8,20.1,36.7,10,2,1,4,36.7,95.4,0.0
780,-329.2,-959.6,1,25,334,1.7,86.5,9.5,8.4,2.6,58,5,0,16,77.9,80.5,3103.7
781,1235.2,-1564.8,5,15,354,28.0,12.3,38.3,27.1,19.7,54,0,0,30,34.8,86.5,0.2
782,851.0,-1142.5,19,30,95,22.5,156.4,17.1,11.7,35.1,16,1,0,22,52.3,34.2,0.0
783,1755.0,-65.7,8,22,309,19.8,299.8,32.8,6.4,13.1,66,3,2,30,87.9,53.0,0.2
784,-1265.4,1207.5,13,28,306,5.2,346.3,3.1,2.9,24.5,20,5,0,0,60.9,85.9,3419.5
785,1049.0,899.0,19,21,57,24.5,89.4,27.4,15.6,36.6,32,3,2,33,56.6,95.7,0.0
786,1281.4,828.2,26,11,341,6.5,270.1,18.3,37.3,8.5,21,4,0,20,76.2,84.5,0.0
787,-537.5,1675.4,8,18,276,26.7,193.0,12.0,8.0,8.7,41,1,0,2,40.5,82.7,70.3
788,-621.7,552.9,28,25,254,30.8,316.7,26.3,34.1,11.5,99,4,0,34,63.4,46.8,0.0
789,-950.2,482.4,32,6,317,0.2,354.4,21.9,20.2,39.1,1,4,1,8,88.9,76.6,0.0
790,-871.8,22.9,19,29,217,25.8,49.6,32.9,7.3,20.1,39,5,2,21,51.9,46.7,0.0
791,-1807.5,1004.7,3,27,86,20.6,170.5,3.0,9.3,5.4,53,2,0,16,31.1,69.0,2891.6
792,1395.0,1051.3,8,5,289,3.7,108.7,13.1,19.5,21.8,80,1,0,36,90.7,93.5,28.9
793,495.3,1445.8,11,25,293,18.9,34.5,36.2,11.4,32.0,67,5,1,14,40.8,31.2,0.2
794,678.8,-462.2,12,38,127,23.2,27.0,15.8,37.6,23.6,78,5,0,27,67.8,92.7,0.2
795,15.9,1180.2,12,12,187,21.3,99.2,29.0,4.8,20.8,41,2,0,36,31.3,52.7,0.2
796,-1284.3,-362.6,34,11,1,30.1,310.5,16.1,34.3,27.8,92,1,0,32,65.6,47.0,0.0
797,-1398.8,-1705.1,19,13,200,21.8,284.9,17.3,2.6,2.8,34,3,1,1,89.7,77.7,0.0
798,-1372.2,1779.9,19,22,233,17.2,227.5,26.5,10.5,8.8,84,5,2,32,31.9,49.4,0.0
799,-965.6,-1911.0,33,1,290,14.2,46.1,2.3,22.2,7.2,31,1,0,26,86.2,47.0,0.0
800,-441.0,604.5,1,36,123,12.3,337.2,37.8,12.7,25.2,87,0,0,20,35.7,65.1,0.2
801,1829.8,-1039.8,34,18,171,2.0,149.8,39.9,39.6,37.3,54,4,0,33,48.2,65.8,0.0
802,1422.4,-1498.1,30,0,97,23.4,276.5,15.5,37.9,34.4,62,4,1,15,72.1,83.2,0.0
803,1533.2,-1212.8,40,3,37,16.4,51.0,36.3,36.5,8.2,87,0,0,0,97.6,46.5,0.0
804,-1723.2,-1915.2,38,40,230,7.5,103.1,7.4,25.5,17.6,13,3,0,35,59.6,94.1,0.0
805,-1474.4,1064.1,22,18,104,15.5,139.3,34.9,18.6,22.2,55,1,0,31,99.9,64.7,0.0
806,1548.8,-557.3,24,31,260,5.7,209.2,29.7,9.0,38.6,64,1,0,36,44.0,47.9,0.0
807,1305.3,-1678.9,23,23,253,6.0,51.7,25.2,32.3,31.5,51,0,0,38,69.6,40.1,0.0
808,-197.8,1687.1,12,27,139,1.9,34.7,35.8,38.6,9.7,1,3,1,8,33.1,73.1,0.2
809,445.0,1766.2,37,20,186,25.9,218.7,36.6,38.5,32.8,42,3,1,2,62.9,34.7,0.0
810,1330.6,513.4,20,41,45,23.8,47.6,20.6,14.5,33.4,61,5,2,30,98.2,41.7,0.0
811,-1800.9,-1193.6,25,19,50,4.7,123.5,37.3,25.3,5.2,71,4,1,3,90.7,37.3,0.0
812,120.9,636.5,10,6,292,3.9,76.9,14.8,9.3,26.4,36,2,0,40,86.8,58.8,846.4
813,-324.1,1779.0,40,34,139,28.8,259.2,3.9,20.5,29.5,99,2,0,38,53.3,33.1,0.0
814,1001.0,1595.8,21,19,194,8.5,276.4,30.7,22.2,20.2,76,5,0,35,52.6,69.3,0.0
815,1593.7,1394.0,20,32,292,12.0,75.0,23.1,21.3,3.0,3,1,0,34,85.5,51.8,0.0
816,706.0,-791.9,23,38,304,4.2,280.9,5.5,7.3,12.8,89,4,2,22,95.2,62.2,0.0
817,216.6,680.5,35,43,171,10.4,358.2,5.3,25.4,21.5,40,1,0,7,52.2,34.2,0.0
818,-1319.6,638.9,12,10,112,19.1,50.4,37.1,16.3,12.5,88,0,0,36,56.1,62.6,0.2
819,-1226.7,-427.3,23,23,228,12.0,337.7,17.4,14.5,37.8,46,0,0,24,52.0,50.9,0.0
820,-1492.9,-719.9,32,10,257,29.3,233.8,3.4,22.2,21.6,68,0,0,7,95.7,45.3,0.0
821,641.2,313.9,28,13,77,22.7,59.9,7.8,4.7,5.7,42,2,0,4,80.0,63.2,0.0
822,-837.6,456.7,37,19,306,14.1,157.8,10.5,9.2,8.5,33,5,0,32,35.8,44.3,0.0
823,-1384.8,-572.7,5,18,35,21.6,318.6,19.8,33.4,9.8,89,3,2,10,95.4,38.9,0.2
824,-348.9,-430.7,10,2,145,11.9,182.0,14.6,13.7,13.7,38,2,0,25,91.8,95.0,523.5
825,1476.5,-654.6,14,22,54,16.6,71.5,2.2,16.9,3.5,75,1,0,13,45.7,66.4,2865.1
826,1452.9,83.1,36,25,257,17.8,115.1,29.0,23.2,15.4,91,5,2,8,32.1,46.0,0.0
827,1343.2,-8.2,5,19,278,22.1,33.6,2.9,10.4,25.7,27,3,1,37,97.0,98.1,1927.5
828,110.9,-815.2,28,41,307,10.7,240.1,24.6,21.5,28.8,51,3,1,17,76.8,34.5,0.0
829,-859.3,208.3,27,28,305,5.4,324.9,32.6,25.5,24.8,78,4,2,37,89.4,77.5,0.0
830,-153.7,1783.5,18,20,184,25.4,302.4,18.1,30.3,17.2,8,2,1,26,51.1,45.7,0.0
831,1067.2,540.5,13,5,9,12.1,18.2,13.1,16.1,3.5,68,2,0,18,89.6,42.7,1074.6
832,1720.6,562.2,37,21,260,2.5,218.9,18.4,12.5,15.0,48,1,0,18,78.3,36.6,0.0
833,438.9,626.3,28,2,59,30.7,125.4,23.3,30.5,7.1,90,5,1,4,79.7,36.7,0.0
834,1804.0,804.0,8,35,133,22.0,48.2,7.7,24.7,30.4,35,2,1,22,90.6,64.6,235.1
835,-707.6,-503.6,25,7,333,13.6,260.8,32.7,29.2,12.7,63,4,1,21,84.0,60.4,0.0
836,858.0,-276.0,27,3,128,3.4,205.5,35.0,27.4,31.9,20,0,0,28,97.3,97.5,0.0
837,-319.0,779.0,27,29,83,4.8,89.6,17.9,21.9,30.5,15,5,0,39,78.3,79.5,0.0
838,-121.1,-795.6,32,3,81,3.2,49.4,9.4,27.4,6.4,100,5,2,8,65.8,98.1,0.0
839,1796.7,1632.5,14,0,23,1.5,186.1,26.8,17.7,14.1,96,0,0,9,48.4,69.7,0.2
840,1612.1,-1766.9,38,2,79,19.7,178.2,33.5,37.1,34.5,85,3,2,3,46.6,49.7,0.0
841,580.9,1080.3,2,29,317,1.5,309.9,12.4,37.7,29.6,56,2,1,8,52.3,67.9,1590.3
842,-1020.5,-622.5,10,43,216,21.2,97.3,6.1,19.3,11.9,88,3,0,5,31.3,62.3,1190.7
843,-326.1,-1518.3,33,30,133,16.5,226.9,39.1,28.4,18.7,59,2,0,9,83.5,81.1,0.0
844,1589.4,-579.9,22,10,115,2.7,351.8,15.8,17.5,35.5,73,5,2,23,52.1,63.7,0.0
845,1389.4,-1404.5,37,30,165,7.2,199.3,26.8,17.6,35.9,65,4,2,12,89.2,31.8,0.0
846,1151.3,1347.8,1,19,158,27.7,44.6,10.3,38.3,14.6,12,1,0,31,43.0,64.8,3069.7
847,-647.7,-587.4,12,27,326,3.0,288.3,9.7,16.4,19.6,60,0,0,38,37.5,56.6,934.3
848,233.9,629.3,38,39,144,22.4,234.8,14.1,11.3,29.8,92,0,0,18,43.6,61.4,0.0
849,1354.1,-1499.1,14,17,337,20.2,246.7,23.1,20.6,38.8,30,3,0,0,90.0,50.1,39.8
850,561.9,-477.0,33,45,91,12.5,41.2,7.2,21.0,37.2,5,5,2,15,55.6,66.5,0.0
851,-1216.2,164.8,24,17,119,2.6,199.2,4.1,26.4,37.0,5,3,2,13,43.4,72.0,0.0
852,-1241.0,349.3,3,2,155,12.6,113.6,12.0,31.6,26.7,18,3,2,13,97.0,63.9,3419.5
853,1216.5,827.5,21,38,38,3.0,216.0,37.9,32.7,4.2,97,3,0,7,89.3,34.8,0.0
854,-1767.7,-1677.0,38,4,132,29.5,351.2,9.3,21.8,31.3,7,3,0,13,31.7,86.6,0.0
855,599.5,-428.7,24,16,292,16.6,177.5,20.5,24.2,39.2,91,2,0,36,50.8,60.1,0.0
856,-340.5,22.5,1,8,283,21.7,122.2,18.2,15.8,17.6,20,1,0,0,59.9,91.5,0.2
857,-541.9,-1668.1,36,38,307,2.7,26.1,22.3,25.8,33.7,40,5,2,5,99.6,97.6,0.0
858,1221.6,-1518.9,19,39,88,21.9,210.1,15.6,34.2,17.0,98,5,2,25,92.3,98.0,0.0
859,-1667.0,-1751.3,23,31,356,30.3,315.3,38.9,25.6,38.4,11,1,0,32,73.5,70.9,0.0
860,-1583.5,-437.0,32,19,255,30.3,148.8,34.4,20.2,8.8,27,1,0,12,75.1,75.1,0.0
861,-1874.7,-1853.5,7,41,346,9.3,5.5,11.0,31.8,6.9,99,4,2,2,88.0,62.9,22.9
862,-409.1,1716.1,33,39,80,13.0,189.9,20.4,32.6,12.8,66,4,0,26,32.9,84.0,0.0
863,138.1,1387.3,9,3,103,26.2,106.1,12.9,3.0,23.9,94,0,0,8,60.4,94.1,592.0
864,1610.0,395.9,28,38,255,7.4,226.7,31.4,39.9,26.6,26,4,2,38,60.8,67.5,0.0
865,-420.3,1068.2,7,45,18,9.5,353.2,38.7,14.4,30.5,32,0,0,0,83.9,48.6,1305.5
866,-1702.3,118.6,36,29,290,0.4,98.2,29.3,15.5,27.3,76,4,0,9,63.5,55.1,0.0
867,1162.6,-1285.8,36,16,5,5.6,232.7,6.4,30.8,2.9,98,4,2,2,96.7,37.1,0.0
868,-1407.2,-422.8,19,15,111,30.0,201.6,14.8,32.4,25.8,62,5,0,13,31.5,84.6,0.0
869,1889.3,-535.7,23,32,312,0.9,295.1,18.6,36.5,10.4,45,5,2,21,36.3,87.2,0.0
870,-635.2,-1007.6,6,36,216,21.8,280.1,39.1,32.3,7.0,75,0,0,11,68.9,55.5,0.2
871,1642.3,-1182.4,40,38,33,18.9,205.7,30.9,17.3,28.9,91,2,0,31,82.0,30.7,0.0
872,-1558.4,1008.8,20,7,189,9.2,325.0,30.7,15.8,10.3,12,4,0,7,35.0,89.6,0.0
873,-1888.2,-1325.1,33,4,83,23.0,231.8,17.1,15.0,32.6,59,0,0,3,39.0,98.9,0.0
874,1390.7,-1158.3,36,40,260,19.9,270.2,3.9,10.2,24.8,98,0,0,16,89.9,31.1,0.0
875,-115.1,-368.3,27,40,351,30.1,92.9,25.9,27.0,12.4,60,2,0,23,69.3,75.2,0.0
876,-312.6,1764.8,39,26,247,12.5,9.4,8.4,16.7,27.2,19,4,2,1,49.9,48.3,0.0
877,1468.1,1116.9,38,33,14,4.1,350.9,28.2,37.4,22.6,80,5,0,28,83.4,62.9,0.0
878,1272.9,-564.5,30,30,146,22.0,173.0,10.0,28.8,14.3,63,3,0,27,55.5,68.0,0.0
879,43.5,-1423.7,37,42,18,3.7,38.1,37.3,22.0,12.2,86,1,0,9,54.0,67.7,0.0
880,522.7,-782.5,14,2,317,14.5,285.8,10.6,38.5,7.1,63,3,1,39,83.4,50.7,637.4
881,743.8,1213.8,21,6,97,11.2,317.5,31.1,35.8,26.5,23,5,2,36,63.1,46.3,0.0
882,971.5,33.1,15,40,58,9.0,90.6,25.3,35.0,25.7,78,5,0,20,72.6,52.1,0.2
883,-690.3,-982.8,38,13,105,28.3,250.6,38.5,5.8,30.5,64,2,1,9,66.1,37.8,0.0
884,-1002.1,-1172.6,5,1,147,5.8,240.1,35.2,14.2,31.9,17,1,0,30,59.9,67.3,0.2
885,-1798.3,-1749.1,30,19,330,4.1,37.9,25.9,3.7,5.8,21,4,2,30,61.1,88.2,0.0
886,331.3,-902.3,28,23,289,14.1,168.7,28.1,17.7,8.8,47,5,1,11,59.2,79.8,0.0
887,-147.1,-445.8,18,14,134,7.3,295.2,13.3,16.7,26.9,20,4,0,6,57.0,31.6,0.0
888,-1686.5,-617.2,7,14,163,2.3,30.1,27.8,21.6,7.6,71,2,1,37,64.3,87.4,1178.7
889,-876.4,-1386.1,13,16,291,13.5,257.1,23.8,21.7,37.9,24,5,2,12,46.3,32.1,214.6
890,907.6,-311.1,10,0,85,10.5,163.6,28.7,34.9,8.0,76,0,0,32,56.3,97.2,0.2
891,-1532.8,1309.0,21,39,139,14.3,100.0,13.5,18.6,18.8,76,1,0,40,49.7,37.6,0.0
892,1451.1,-1185.9,32,43,122,7.9,18.0,27.9,32.1,18.6,20,4,0,38,41.2,70.6,0.0
893,95.3,-1914.8,37,28,66,24.7,273.0,6.0,17.0,34.2,52,0,0,34,66.3,65.6,0.0
894,-1229.5,781.0,21,26,55,30.1,86.3,31.6,15.9,13.1,63,3,2,27,44.0,46.8,0.0
